transliteration,sorting,period,morphology,number,person,class,affix,semantics,root ≠ base,base,pagenumber,adjectival use,classifier_front,classifier_end,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_MEGA,certainty-weight_MEGA,proper_name_context,contributor,validator,lang_context,loan_lang,unicode,Wordnet,Notes,POS,variant,cognate,case,conjugation,mode,voice,frequency,rich
a-a,aa,oE; nE,ai,Sg.,1st,,,,,ai,13,,,,,,,,"wohl, gut, gern",0.5,,,anthroponym,f,,,,,,,adjective,"a-ù-ù, a-a-i-[im?]-bu",,,,,,2,"<qt><font color=""#690000"">a</font>-<font color=""#690000"">a</font></qt>"
h.hi-bat-tin-na,hibattinna,achE,,,,,-na,,,Hipat,655,x,AŠ,,,-na;postp.gen,,,adjective of Hipat,1,,,,f,,,,,,,adjective,h.hi-ba-at,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#c30000"">hi</font>-<font color=""#de0000"">bat</font>-<font color=""#9b0000"">tin</font>-na</qt>"
v.ha-ak-qa-man-nu-iš-ši-ya,haakqamannuis~s~iya,achE,Achæmenid,,,anim.,,,,hakamanušiya,573,x,DIŠ,,,,,,Achaemenid,1,,,,f,,,,,,,adjective,"hhh.ha-qa-man-na-šá, v.ha-qa-man-nu-iš-ši-ya, v.ha-qa-man-nu-ši-ya",haxāmanišya,,,,,,"<qt><font color=""#690000"">v</font>.<font color=""#690000"">ha</font>-<font color=""#690000"">ak</font>-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#690000"">man</font>-nu-iš-<font color=""#c30000"">ši</font>-<font color=""#9b0000"">ya</font></qt>"
am-mín-nu,amminnu,achE,same?,Sg.,1st,,,,,aminu,54,x,,,,,,,selbig (same),1,,,,f,,,,,,,adjective,,,,,,,1,"<qt>am-<font color=""#e10000"">mín</font>-nu</qt>"
te-man?-na?-na,demannana,achE,,,,,,,,tema-na,317,x,,,,-na;postp.gen,,,abendlich,0.5,,,,f,,,,,,,adjective,hh.te-man,,,,,,,"<qt>te-<font color=""#690000"">man</font>-na-na</qt>"
te-na,dena,achE,,,,,,,,te-na,317,x,,,,-na;postp.gen,,,"mild, süß",1,,,,f,,,,,,,adjective,"hw.ad-da.te-na, hh.i-gi.te-na, v.im-ba-de-en-na, hw.man.te-na-ir",,,,,,4,<qt>te-na</qt>
lag-gi-ma-na,laggimana,achE,la-na,,,,-na,,,laki,806,,,,,-ma;postp.loc,-na;postp.gen,,for their journey,1,journey,0.5,,f,,,,,,,noun,,,,,,,,"<qt><font color=""#00ff00"">lag</font>-<font color=""#9b0000"">gi</font>-<font color=""#b40000"">ma</font>-na</qt>"
la-gi,lagi,nE,la-k,,,,-k,,,laki,806,x,,,,,,,"vorstoßend, uberquerend",1,,,,f,,,,,,,adjective,,,,,,,,"<qt>la-<font color=""#9b0000"">gi</font></qt>"
la-gi-ik,lagiik,nE,lak-k,,,,-k,,,laki-,806,,,,,-k-;ii,,,angereist,0.5,to travel,0.5,,f,,,,,,,verb,,,,,,,,"<qt>la-<font color=""#9b0000"">gi</font>-<font color=""#c30000"">ik</font></qt>"
[an]-nu-kur-ir-na,annukurirna,nE,anāku-SG-na,,,,,,,hanakir,61,x,,,,,-na;postp.gen,,of tin,0.5,tin,0.5,,f,,,,,,,noun,an-nu-uk-ir-na,,,,,,1,"<qt><font color=""#c30000"">an</font>-nu-<font color=""#cd0000"">kur</font>-ir-na</qt>"
ha-na-ak-[ki]-ir-na,hanaakkiirna,nE,anāku-SG-n,,,,,,,hanakir,615,x,,,,,-na;postp.gen,,of tin,0.5,tin,0.5,,f,,,,,,,noun,an-nu-uk-ir-na,annaku,,,,,,"<qt><font color=""#690000"">ha</font>-na-<font color=""#690000"">ak</font>-<font color=""#690000"">ki</font>-ir-na</qt>"
an-nu-uk-ir-na,annuukirna,nE,anāku-SG-na,,,,,,,hanakir,62,x,,,,,-na;postp.gen,,of tin,0.5,tin,0.5,,f,,,,,,,noun,"ha-na-ak-[ki]-ir-na, [an]-nu-kur-ir-na",,,,,,12,"<qt><font color=""#c30000"">an</font>-nu-<font color=""#9b0000"">uk</font>-ir-na</qt>"
an-[nu-uk-ir]-ra-ni,annuukirrani,nE,anāku-SG-na,,,,,,,hanakir,62,x,,,,,-ni;postp.gen,,tinny,0.5,tin,0.5,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#c30000"">an</font>-nu-<font color=""#9b0000"">uk</font>-ir-<font color=""#690000"">ra</font>-<font color=""#c30000"">ni</font></qt>"
ha-te-um-me,hateumme,nE,east-INANIM,,,,-me,,,haten-me,647,,,,,-me;3sg.inan,,,of the East,1,,,,f,,,,,,,noun,ha-tin,,,,,,1,"<qt><font color=""#690000"">ha</font>-te-<font color=""#690000"">um</font>-<font color=""#9b0000"">me</font></qt>"
ha-te-ya,hateya,mE,,,,,,,,hate,647,x,,,,-ya;adj,,,inner,0.5,extending for,0.5,,f,,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">ha</font>-te-<font color=""#9b0000"">ya</font></qt>"
šil-ha-na,s~ilhana,nE,strong-ACT.PTCP,Sg.,1st,,-n-,,,šilha-,1163,,,,,-n-;iii,,,having made strong,1,"to strengthen, stabilize, make strong",1,,f,,,,,,,verb,,,,,,,1,"<qt><font color=""#00ff00"">šil</font>-<font color=""#690000"">ha</font>-na</qt>"
šil-la-ak,s~illaak,achE,strong-PASS.PTCP,Sg.,1st,,-k,,,šilha-,1163,x,,,,-k-;ii,,,strong,1,"to strengthen, stabilize, make strong",1,,f,,,,,,,verb,,,,,,,1,"<qt><font color=""#00ff00"">šil</font>-la-<font color=""#690000"">ak</font></qt>"
šil-la-qa,s~illaqa,achE,strongly,Sg.,1st,,-ka,,,šilha-,1163,x,,,,-k-;ii,,,"strong, poweful, very",1,"to strengthen, stabilize, make strong",1,,f,,,,,,,verb,,,,,,,1,"<qt><font color=""#00ff00"">šil</font>-la-<font color=""#9b0000"">ka<small>4</small></font></qt>"
šil-ha-h,s~ilhah,nE,strong,,,,,,,šilha-,1162,x,,,,-k-;ii,,,strong,1,"to strengthen, stabilize, make strong",1,,f,,,,,,,verb,,,,,,,1,"<qt><font color=""#00ff00"">šil</font>-<font color=""#690000"">ha</font>-<font color=""#d50000"">h</font></qt>"
ši-iš-ni-nu,s~iis~ninu,achE,beautiful?,,,,,,,šišni,1161,x,,,,-ni;postp.gen,,,beautiful,1,,,,f,,,,,,,adjective,,,,,,,1,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#c30000"">ni</font>-nu</qt>"
ši-iš-qa-qa,s~iis~qaqa,achE,,,,,,,,šiška- ,1161,,,,,-k-;ii,,,"deducted, subtracted",1,to subtract,1,,f,,,,,,,verb,,,,,,,,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#9b0000"">ka<small>4</small></font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
ši-iš-tur-ra-ip,s~iis~turraip,achE,,Pl.,3rd Anim.,,,,,šištra,1161,,,,,-p;3pl.an,,,specific definition of donkeys,0.5,,,,f,,,,,,,noun,,,,,,,,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#b40000"">tur</font>-<font color=""#690000"">ra</font>-<font color=""#690000"">ip</font></qt>"
an?-za?-an-ri,anzaanri,nE,Anšan-SG,,,,,,,Anzan,67,x,,,,-r;3sg.an,,,Anzanite,0.5,Anzan,0.5,toponym,f,,,,,,,noun,an-za-an,,,,,,1,"<qt><font color=""#c30000"">an</font>-<font color=""#690000"">za</font>-<font color=""#c30000"">an</font>-<font color=""#9b0000"">ri</font></qt>"
kut-tan-na,guttanna,achE,completely,,,,,,,kuta,548,,,,,-na;postp.gen,,,"ganz, gänzlich",1,,,,f,,,,,,,adverb,"kut-tan, kut-tan-na, kut-tin-na, ku-ut-ti-na, ni-kut-na, -tin-na, man-ni-ki-tin-na, man-ir-ki-tin-na",,,,,,,"<qt><font color=""#c30000"">kut</font>-<font color=""#c30000"">tan</font>-na</qt>"
kut-tan,guttan,achE,completely,,,,,,,kuta,548,,,,,-n;3sg.inan,,,"ganz, gänzlich",1,,,,f,,,,,,,adverb,kut-ti-na,,,,,,,"<qt><font color=""#c30000"">kut</font>-<font color=""#c30000"">tan</font></qt>"
kut-tin-na,guttinna,achE,completely,,,,,,,kuta,548,,,,,-na;postp.gen,,,"ganz, gänzlich",1,,,,f,,,,,,,adverb,kut-ti-na,,,,,,,"<qt><font color=""#c30000"">kut</font>-<font color=""#9b0000"">tin</font>-na</qt>"
kut-ti-na,guttina,achE,completely,,,,,,,kuta,548,,,,,-na;postp.gen,,,"ganz, gänzlich",1,,,,f,,,,,,,adverb,"kut-tan, kut-tan-na, kut-tin-na, ku-ut-ti-na, ni-kut-na, -tin-na, man-ni-ki-tin-na, man-ir-kut-tin-na",,,,,,,"<qt><font color=""#c30000"">kut</font>-<font color=""#690000"">ti</font>-na</qt>"
ap-pu-ki,appuki,mE,eternal,Sg.,1st,,,,,apuki,77,,,,,-me;3sg.inan,,,eternal ,0.5,,,,f,,,,,,,noun,ap-pu-ki-i,epēqu,,,,,1,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">ki</font></qt>"
ap-pu-ki-i,appukii,mE,eternal?,,,,,,,apuki,78,,,,,,,,eternal ,0.5,,,,f,,,,,,,noun,ap-pu-ki,epēqu,,,,,1,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pu</font>-<font color=""#690000"">ki</font>-<font color=""#9b0000"">i</font></qt>"
ap-pu-qa,appuqa,achE,earlier,Sg.,1st,,,,,apuka,78,,,,,,,,"vordem, früher",1,before,1,,f,,,,,,,noun,ha-pu-qa,,,,,,1,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pu</font>-<font color=""#b40000"">qa</font></qt>"
ap-pu-qa-na,appuqana,achE,earlier-GEN,Sg.,1st,,,,,apuka,78,x,,,,-na;postp.gen,,,"erste, literally frühere",1,,,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#9b0000"">ap</font>-<font color=""#9b0000"">pu</font>-<font color=""#b40000"">qa</font>-na</qt>"
ú-ba-šá-a-taš,ubas~aatas~,achE,upasaita-š,,,,,,,upašaita-š,1197,x,,,,-š;op.loan,,,nearly white,1,,,,f,,,OP,,,,adjective,hu-ba-šá-a-taš,upasaita,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#9b0000"">ba</font>-<font color=""#c30000"">šá</font>-<font color=""#690000"">a</font>-<font color=""#b40000"">taš</font></qt>"
h.hu-ut-pír-ri-nu,huutpirrinu,achE,,,,,,,,Hutpiri,727,x,AŠ,,,-na;postp.gen,,,adjective of Hutpiri,1,,,,f,,,,,,,adjective,h.hu-ut-pír-ri,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#d50000"">hu</font>-<font color=""#d50000"">ut</font>-<font color=""#e10000"">pír</font>-<font color=""#9b0000"">ri</font>-nu</qt>"
gi-ti-qa,gitiqa,achE,refine-PASS.PTCP+,,,,-k,,,kiti-,492,x,,,,-k-;ii,,,"pure, refined",1,to refine,0.5,,f,,,,,,,verb,,,,,,,1,"<qt><font color=""#9b0000"">gi</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
GIBÍL,gibil,nE,burnt,Pl.,3rd Anim.,,,,,...,460,x,,,Sum,,,,verbrennen (burnt down? Incinerated?),1,,,,f,,,,,,,adjective,,,,,,,1,"<qt><font color=""#00ff00"">GIBÍL</font></qt>"
a-ta-ar-im-ma,ataarimma,mE,ata-SG-imma,Sg.,1st,,,,ata,ata-r-ma,93,,,,,-r;3sg.an,-ma;postp.loc,,gnädiglich,0.5,,,,f,,,,,,,adverb,a-ta-ar,,,,,,1,"<qt><font color=""#690000"">a</font>-ta-ar-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>"
áš-tuk,as~tuk,nE,honour-PASS.PTCP,Sg.,1st,,-k,,,haštu-,93,x,,,,-k-;ii,,,"revered, honoured",1,to honour,1,,f,,,,,,,verb,ha-áš-tu4-uk,,,,,,1,"<qt><font color=""#9b0000"">áš</font>-<font color=""#b40000"">tuk</font></qt>"
[ha?]-al?-hi,haalhi,oE,harmful,,,,,,,halhi,575,x,,,,,,,harmful,0.5,,,,f,,,,,,,adjective,,,,,,,1,"<qt><font color=""#690000"">ha</font>-al-<font color=""#c30000"">hi</font></qt>"
hal-ki,halki,oE; mE; nE,halki,,,,,,,halki,599,x,,,,,,,süß,1,,,,f,,,,,,,adjective,"at-ta.ha-al-ki, at-ta.me-ir-ra.hal-ki, te-im-ti.hal-ki, v.te-ip.hal-ki, te-ip-ti.hal-ki, i-gi.hal-ki, me-en-ra.hal-ki",,,,,,,"<qt><font color=""#9b0000"">hal</font>-<font color=""#690000"">ki</font></qt>"
me-iš-šá-meš-na,meis~s~ames~na,nE,,,,,,,,meša-meš,911,,,,,-na;postp.gen,,,as replacement,0.5,,,,f,,,,,,,noun,,,,,,,,"<qt><font color=""#9b0000"">me</font>-iš-<font color=""#c30000"">šá</font>-<font color=""#00ff00"">meš</font>-na</qt>"
me-te-ya,meteya,mE,victorious,,,,,,,mete,918,x,,,,-ya;adj,,,victorious,1,victory,0.5,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#9b0000"">me</font>-te-<font color=""#9b0000"">ya</font></qt>"
me-ul-li,meulli,achE,long,,,,,,,melu,918,x,,,,,,,long,1,,,,f,,,,,,,adjective,,,,,,,,"<qt><font color=""#9b0000"">me</font>-ul-li</qt>"
me-ul-li-ik,meulliik,achE,long-PASS.PTCP?,,,,,,,melu,918,x,,,,-k-;ii,,,long,1,,,,f,,,,,,,adjective,me-lu-uk,,,,,,,"<qt><font color=""#9b0000"">me</font>-ul-li-<font color=""#c30000"">ik</font></qt>"
me-šá-na,mes~ana,achE,,,,,,month,,meša,917,,,,,-na;postp.gen,,,nachträglich (eingeschoben),1,"subsequently, later, afterwards, one day",1,,f,,,,,,,adverb,me-šá-an,,,,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#c30000"">šá</font>-na</qt>"
me-šá-nu,mes~anu,achE,,,,,,,,meša,917,,,,,-n;3sg.inan,,,nachträghlich,1,"subsequently, later, afterwards, one day",1,,f,,,,,,,adverb,me-šá-na,,,,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#c30000"">šá</font>-nu</qt>"
me-ši-in,mes~iin,achE,future,,,,,,,meša,917,,,,,-n;3sg.inan,,,"später, nachträghlich",1,"subsequently, later, afterwards, one day",1,,f,,,,,,,adverb,"me-iš-ši-in, me-šá-an",,,,,,,"<qt><font color=""#9b0000"">me</font>-<font color=""#c30000"">ši</font>-in</qt>"
ri-e-ru-um-ma,rieruumma,mE,grainfield-LOC,,,,,,,reru,1037,,,,,-ma;postp.loc,,,grain field,0.5,,,,f,,,,,,HK error: oE > mE,noun,ri-ru-um,,,,,,1,"<qt><font color=""#9b0000"">ri</font>-<font color=""#690000"">e</font>-<font color=""#b40000"">ru</font>-<font color=""#690000"">um</font>-<font color=""#b40000"">ma</font></qt>"
at-tuk,attuk,achE,dig-PASS.PTCP,,,,,,,atu-,100,x,,,,-k-;ii,,,es wurde ausgeschachtet,1,"to excavate, dig",1,,f,,,,,,,verb,,,,,,,1,"<qt><font color=""#690000"">at</font>-<font color=""#b40000"">tuk</font></qt>"
at-tuk-qa,attukqa,achE,attu-PASS.PTCP+,,,,,,,atu-,100,x,,,,-k-;ii,,,es war ausgeschachtet worden,1,"to excavate, dig",1,,f,,,,,,,verb,at-tuk,,,,,,1,"<qt><font color=""#690000"">at</font>-<font color=""#b40000"">tuk</font>-<font color=""#b40000"">qa</font></qt>"
az-za-qa,azzaqa,nE; achE,big,Sg.,1st,,,,,hazak,103,x,,,,,,,groß,1,,,,f,,,,,,,adjective,"ha-za-qa, ha-iz-za-ik-qa, hh.az-za-ak-ra",,,,,,10,"<qt><font color=""#9b0000"">az</font>-<font color=""#9b0000"">za</font>-<font color=""#b40000"">qa</font></qt>"
h.ba-ak-tar-ri-iš-mar,baaktarriis~mar,,Bactria-from,Sg.,1st,,,,,Baktriš,107,,AŠ,,,-mar; postp.abl,,,from Bactria,1,Bactria,1,,f,,,,,,,noun,"v.ba-ik-tur-ri-iš, -mar",bāxtriš,,,,,2,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#c30000"">tar</font>-<font color=""#9b0000"">ri</font>-iš-<font color=""#9b0000"">mar</font></qt>"
h.ba-ak-ti-iš-hu-mar,baaktiis~humar,achE,Bactria-ABL,Sg.,1st,,,,,Baktriš,107,,AŠ,,,-mar; postp.abl,,,from Bactria,1,Bactria,1,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#690000"">ti</font>-iš-<font color=""#d50000"">hu</font>-<font color=""#9b0000"">mar</font></qt>"
v.ba-ak-tur-ri-iš,baakturriis~,achE,Bactrian,Sg.,3rd Anim.,,,,,Baktriš,107,x,DIŠ,,,,,,the Bactrian,1,,,,f,,,,,,,noun,h.ba-ak-tar-ri-iš-mar,bāxtriš,,,,,2,"<qt><font color=""#690000"">v</font>.<font color=""#9b0000"">ba</font>-<font color=""#690000"">ak</font>-<font color=""#b40000"">tur</font>-<font color=""#9b0000"">ri</font>-iš</qt>"
ba-at-mi-na,baatmina,nE,under,,,,,,,pat,111,,,,,-me;3sg.inan,-na;postp.gen,,below,1,,,,f,,,,,,,adverb,,,,,,,1,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">at</font>-mi-na</qt>"
pa-at-mi-na,baatmina,nE,under,,,,,,,,,,,,,,,,,,,,,f,,,,,,,adverb,,,,,,,1,
ba-gi-maš,bagimas~,achE,half.grown,Sg.,1st,,,,,pakimaš,118,x,,,,,,,half-grown,1,,,,f,,,,,,,adjective,,,,,,,6,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">gi</font>-<font color=""#de0000"">maš</font></qt>"
ba-ha-ar-ra,bahaarra,mE,good-SG,,,,,,,paha,,,,,,-r;3sg.an,,,"the good, benevolent",0.5,protector,0.5,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ha</font>-ar-<font color=""#690000"">ra</font></qt>"
ba-ha,baha,oE; mE; nE,good,,,,,,,paha,,,,,,,,,good,0.5,protector,0.5,,f,,,,,,,noun,"ba-ha-ap-pi, ba-ha-[ar], ba-ha-ar-ra, d.ba-ha-ib?-be, h.ba-har.ak-ši-ri",,,,,,3,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ha</font></qt>"
d.ba-ha,baha,oE; mE; nE,good,,,,,,,paha,,,DINGIR,,,,,,good,0.5,protector,0.5,theonym,f,,,,,,,noun,"ba-ha-ap-pi, ba-ha-[ar], ba-ha-ar-ra, d.ba-ha-ib?-be, h.ba-har.ak-ši-ri",,,,,,3,
d.ba-ha-ib?-be,bahaibbe,nE,good-PL,,,,,,,paha,,,DINGIR,,,-p;3pl.an,,,the good (gods),0.5,protector,0.5,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#c30000"">d</font>.<font color=""#9b0000"">ba</font>-<font color=""#690000"">ha</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>"
ba-ha-pi,bahapi,mE,good-PL,,,,,,,paha,,,,,,-p;3pl.an,,,the good (pl.),0.5,protector,0.5,,f,,,,,,,noun,,,,,,,1,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">ha</font>-<font color=""#e40000"">pi</font></qt>"
ba-li-na,balina,achE,bali-na,,,,,,,bali-na,,,,,,-na;postp.gen,,,male,1,,,,,,,,,,,adjective,ba-la,,,,,,1,"<qt><font color=""#9b0000"">ba</font>-li-na</qt>"
pa-man-qa-na,bamanqana,,paman-ka-na,,,,,,,paman-k-na,,,,,,-k-;ii,-na;postp.gen,,"gefüttert (""lined"" of garments)",0.5,,,,,,,,,,,adjective,pa-man,,,,,,1,"<qt><font color=""#690000"">pa</font>-<font color=""#690000"">man</font>-<font color=""#b40000"">qa</font>-na</qt>"
hh.ba-pi-ru-iš,bapiruis~,achE,bābiruš,,,,,,,Papiruš,,,HAL,,,,,,Babylonian ,1,,,,,,,,,,,adjective,,bābiruš,,,,,4,"<qt><font color=""#9b0000"">hh</font>.<font color=""#9b0000"">ba</font>-<font color=""#de0000"">pi</font>-<font color=""#b40000"">ru</font>-iš</qt>"
pap-pi-na,bappina,nE,pappi-na,,,,,,,papi,,,,,,-na;postp.gen,,,of pig,0.5,pig,0.5,,,,,,,,,noun,pap-pi,,,,,,1,"<qt><font color=""#9b0000"">pap</font>-<font color=""#de0000"">pi</font>-na</qt>"
ba-ri-iš,bariis~,achE,bārya-š,,,,,,,paryaš,,,,,,,,,"noble, artistic, superfine",1,,,,,,,OP,,,,adjective,"ba-ri-ya, ba-ri-ya-iš, tuk-li.ba-ri-iš.hu-ut-ti-ra, tuk-li.ba-ri-iš.hu-ut-ti-ip",bārya,,,,,1,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-iš</qt>"
ba-ri-ya,bariya,achE,bārya,,,,,,,paryaš,,,,,,,,,"fine, noble",1,,,,,,,OP,,,,adjective,ba-ri-iš,bārya,,,,,,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-ya</qt>"
ba-ri-ya-iš,bariyais~,achE,bāryaš,,,,,,,paryaš,,,,,,,,,"fine, noble",1,,,,,,,OP,,,,adjective,ba-ri-iš,bāryaš,,,,,2,"<qt><font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-ya-iš</qt>"
bar-ru-za-na-na-um,barruzananaum,achE,various,Pl.,3rd Anim.,,,,,paruzananam,,,,,,,,,of many species,1,of many tribes,1,,,,,OP,,,,adjective,ba-ru-za-na-na-um,paru-zanānām,,,,,5,"<qt><font color=""#de0000"">bar</font>-<font color=""#b40000"">ru</font>-<font color=""#690000"">za</font>-na-na-<font color=""#690000"">um</font></qt>"
hw.bar-sìb-ib-be,barsibibbe,nE,,Sg.,1st,,,,,Parsi-r,,,BE,,,-p;3pl.an,,,in Persian style,1,Persian,1,,,,,,,,,adjective,v.bar-sir,,,,,,1,"<qt><font color=""#de0000"">hw</font>.<font color=""#de0000"">bar</font>-<font color=""#690000"">sìb</font>-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>"
bar-zí-ma-ak-[q]a,barzimaakqa,nE,carve-DUR-PASS.PTCP+,,,,,,,barzima-k,,,,,,,,,"chiselled, smoothened",0,,,,,,,,,,,adjective,,,,,,,1,"<qt><font color=""#de0000"">bar</font>-<font color=""#690000"">zí</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font>-<font color=""#b40000"">qa</font></qt>"
ba-su-da (?),basuda,achE,,,,,,,,basuta,,,,,,,,,adolescent,0.5,,,,,,,,,,,adjective,,,,,,,1,"<qt><font color=""#9b0000"">ba</font>-<font color=""#690000"">su</font>-<font color=""#9b0000"">da</font></qt>"
bat-ti-ma-nu-ya,battimanuya,achE,pativahyah,,,,,,,pativania,,,,,,,,,allerbest,1,,,,,,,OP,,,,adjective,bat-ti-ma-nu-ya-áš,pativahyah,,,,,2,"<qt><font color=""#de0000"">bat</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">ma</font>-nu-<font color=""#9b0000"">ya</font></qt>"
bat-ti-ma-nu-ya-áš,battimanuyaas~,achE,pativahyah-š,,,,,,,pativania,,,,,,,,,allerbest,1,,,,,,,OP,,,,adjective,bat-ti-ma-nu-ya,pativahyahš,,,,,,"<qt><font color=""#de0000"">bat</font>-<font color=""#690000"">ti</font>-<font color=""#b40000"">ma</font>-nu-<font color=""#9b0000"">ya</font>-<font color=""#9b0000"">áš</font></qt>"
bat-ti-na-áš-ti-iš-tam6-ni-na,battinaas~tiis~tam6nina,achE,patinazdišta-2SG.AGR-na,,,,,,,patinaštištam,,,,,,-na;postp.gen,-ni;postp.gen,,der allernächsten,1,,,,,,,OP,,,,adjective,,patinazdišta,,,,,1,"<qt><font color=""#de0000"">bat</font>-<font color=""#690000"">ti</font>-na-<font color=""#9b0000"">áš</font>-<font color=""#690000"">ti</font>-iš-tam<sub><small>6</small></sub>-<font color=""#c30000"">ni</font>-na</qt>"
ba-zí-qa,baziqa,achE,bāžika,,,,,,,,,,,,,,,,,,,,,,,,OP,,,,adjective,,bāžika,,,,,1,
ba-zí-qa-ra,baziqara,achE,bāžikara,,,,,,,pazikara,,,,,,,,,tribute collector/officer,1,,,,,,,OP,,,,noun,,bāžikara,,,,,10,
ba-zí-qa-ra-iš,baziqarais~,achE,bāžikara-š,,,,,,,pazikara,,,,,,,,,tribute collector/officer,,,,,,,,OP,,,,noun,ba-zí-qa-ra,bāžikara,,,,,1,
h.be-is-si-it-me-en-ni,beissiitmeenni,nE,Bezitme-GEN,,,,,,,Besitme,,,AŠ,,,-ni;postp.gen,,,Bezitme (prob. modern Basht),1,,,,,,,,,,,GN,h.be-is-si-it-me,,,,,,1,"<qt><font color=""#c30000"">h</font>.<font color=""#de0000"">be</font>-<font color=""#b40000"">is</font>-<font color=""#690000"">si</font>-<font color=""#690000"">it</font>-<font color=""#9b0000"">me</font>-<font color=""#690000"">en</font>-<font color=""#c30000"">ni</font></qt>"
pi-ra.šá-da-[ni-qa],biras~adaniqa,achE,far.and.wide,,,,,,,pir.šatanika,,,,,,,,,"very far, very far away",1,,,,,,,,,,,adjective,pír.šá-at-ti-ni-qa,,,,,,1,
pi-ri-um-na,biriumna,nE,ivory-GEN,,,,-na,,,pirum-na,,,,,,-na;postp.gen,,,ivory,1,,,,,,,Akk,,,,adjective,GIŠ.pi-hi-ra-um,pirru,,,,,2,"<qt><font color=""#de0000"">pi</font>-<font color=""#9b0000"">ri</font>-<font color=""#690000"">um</font>-na</qt>"
pír-na-šu,birnas~u,achE,half,,,,,,,pirnu,211,x,,,,,,,halb,1,,,,IC,f,,,,,,noun,pír-nu-ba,,,,,,2,"<qt><font color=""#e10000"">pír</font>-na-<font color=""#9b0000"">šu</font></qt>"
pír-nu-ba,birnuba,achE,half,,,,,,,pirnu,"211,212",x,,,,-p;3pl.an,,,halb,1,,,,IC,f,,,,,,noun,"pír-nu-šu, pír-nu-ip-šu, pír-na-šu, pír-nu-ba-ak, pír-nu-ba-ik, pír-nu-ib-ba, pír-nu-ib-ba-ik, pír-nu-šu-ut, pu-ur-nu-ib-be-ma",,,,,,9,"<qt><font color=""#e10000"">pír</font>-nu-<font color=""#9b0000"">ba</font></qt>"
bìr-mu-na,birmuna,,birmu-na,,,,,,,pirmu-na,211,x,,,,-na;postp.gen,,,colourful,0.5,,,,IC,f,,Akk,,,,adjective,,birmu,,,,,21,"<qt><font color=""#e10000"">bìr</font>-<font color=""#690000"">mu</font>-na</qt>"
pír-ra-da-mi-iš,birradamiis~,achE,fratamya-š,,,,,,,pratamiš,214,x,,,,-š;op.loan,,,von bester Qualitāt,1,,,,IC,f,,OP,,,,adjective,pír-ra-tam5-mi-ya-iš,fratamya,,,,,1,"<qt><font color=""#e10000"">pír</font>-<font color=""#690000"">ra</font>-<font color=""#9b0000"">da</font>-mi-iš</qt>"
pír-ru-ku,birruku,achE,together-ukku,,,,,,,piru,219,,,,,-uku;postp.sup,,,"zusammen, gemeinsam",1,,,,IC,f,,,,,,noun,"pír-ru-uk-ku, pír.uk-ku, pír-ru",,,,,,1,"<qt><font color=""#e10000"">pír</font>-<font color=""#b40000"">ru</font>-<font color=""#d50000"">ku</font></qt>"
